stand,kanton,jahr,stufe,schultyp,geschlecht,staatsangehoerigkeit,traegerschaft,finanzierung,anzahl
2025-01-13,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,184
2025-01-13,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,50
2025-01-13,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,6
2025-01-13,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,252
2025-01-13,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,136
2025-01-13,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,460
2025-01-13,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,118
2025-01-13,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,privat,17
2025-01-13,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,privat,4
2025-01-13,zh,2004,Sekundarstufe I,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,11113
2025-01-13,zh,2004,Sekundarstufe I,Regelschule,weiblich,Ausland,öffentlich,öffentlich,4082
2025-01-13,zh,2004,Sekundarstufe I,Regelschule,weiblich,Schweiz,privat,privat,962
2025-01-13,zh,2004,Sekundarstufe I,Regelschule,weiblich,Ausland,privat,privat,291
2025-01-13,zh,2004,Sekundarstufe I,Regelschule,männlich,Schweiz,öffentlich,öffentlich,11745
2025-01-13,zh,2004,Sekundarstufe I,Regelschule,männlich,Ausland,öffentlich,öffentlich,4408
2025-01-13,zh,2004,Sekundarstufe I,Regelschule,männlich,Schweiz,privat,privat,1220
2025-01-13,zh,2004,Sekundarstufe I,Regelschule,männlich,Ausland,privat,privat,360
2025-01-13,zh,2004,Sekundarstufe I,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,3175
2025-01-13,zh,2004,Sekundarstufe I,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,229
2025-01-13,zh,2004,Sekundarstufe I,Mittelschule,weiblich,Schweiz,privat,privat,131
2025-01-13,zh,2004,Sekundarstufe I,Mittelschule,weiblich,Ausland,privat,privat,6
2025-01-13,zh,2004,Sekundarstufe I,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2552
2025-01-13,zh,2004,Sekundarstufe I,Mittelschule,männlich,Ausland,öffentlich,öffentlich,200
2025-01-13,zh,2004,Sekundarstufe I,Mittelschule,männlich,Schweiz,privat,privat,128
2025-01-13,zh,2004,Sekundarstufe I,Mittelschule,männlich,Ausland,privat,privat,21
2025-01-13,zh,2004,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,66
2025-01-13,zh,2004,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,29
2025-01-13,zh,2004,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,128
2025-01-13,zh,2004,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,20
2025-01-13,zh,2004,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,16
2025-01-13,zh,2004,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,privat,1
2025-01-13,zh,2004,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,100
2025-01-13,zh,2004,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,37
2025-01-13,zh,2004,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,287
2025-01-13,zh,2004,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,67
2025-01-13,zh,2004,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,privat,40
2025-01-13,zh,2004,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,privat,10
2025-01-13,zh,2004,Sekundarstufe II,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,4448
2025-01-13,zh,2004,Sekundarstufe II,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,316
2025-01-13,zh,2004,Sekundarstufe II,Mittelschule,weiblich,Schweiz,privat,privat,562
2025-01-13,zh,2004,Sekundarstufe II,Mittelschule,weiblich,Ausland,privat,privat,231
2025-01-13,zh,2004,Sekundarstufe II,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,3073
2025-01-13,zh,2004,Sekundarstufe II,Mittelschule,männlich,Ausland,öffentlich,öffentlich,247
2025-01-13,zh,2004,Sekundarstufe II,Mittelschule,männlich,Schweiz,privat,privat,450
2025-01-13,zh,2004,Sekundarstufe II,Mittelschule,männlich,Ausland,privat,privat,241
2025-01-13,zh,2004,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,20
2025-01-13,zh,2004,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,11
2025-01-13,zh,2004,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,27
2025-01-13,zh,2004,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,6
2025-01-13,zh,2004,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,privat,1
2025-01-13,zh,2004,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,33
2025-01-13,zh,2004,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,15
2025-01-13,zh,2004,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,55
2025-01-13,zh,2004,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,15
2025-01-13,zh,2004,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,privat,3
2025-01-13,zh,2004,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,öffentlich,öffentlich,680
2025-01-13,zh,2004,Sekundarstufe II,Brückenangebot,weiblich,Ausland,öffentlich,öffentlich,432
2025-01-13,zh,2004,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,öffentlich,13
2025-01-13,zh,2004,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,öffentlich,2
2025-01-13,zh,2004,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,privat,146
2025-01-13,zh,2004,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,privat,44
2025-01-13,zh,2004,Sekundarstufe II,Brückenangebot,männlich,Schweiz,öffentlich,öffentlich,521
2025-01-13,zh,2004,Sekundarstufe II,Brückenangebot,männlich,Ausland,öffentlich,öffentlich,401
2025-01-13,zh,2004,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,110
2025-01-13,zh,2004,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,18
2025-01-13,zh,2004,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,8954
2025-01-13,zh,2004,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,1781
2025-01-13,zh,2004,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,öffentlich,4786
2025-01-13,zh,2004,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,öffentlich,772
2025-01-13,zh,2004,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,privat,2726
2025-01-13,zh,2004,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,privat,389
2025-01-13,zh,2004,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,öffentlich,öffentlich,14882
2025-01-13,zh,2004,Sekundarstufe II,Berufsfachschule,männlich,Ausland,öffentlich,öffentlich,3274
2025-01-13,zh,2004,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,öffentlich,2231
2025-01-13,zh,2004,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,öffentlich,526
2025-01-13,zh,2004,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,privat,1378
2025-01-13,zh,2004,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,privat,291
2025-01-13,zh,2004,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,öffentlich,öffentlich,700
2025-01-13,zh,2004,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,öffentlich,öffentlich,100
2025-01-13,zh,2004,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,öffentlich,2467
2025-01-13,zh,2004,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,öffentlich,191
2025-01-13,zh,2004,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,privat,3175
2025-01-13,zh,2004,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,privat,263
2025-01-13,zh,2004,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,öffentlich,öffentlich,1199
2025-01-13,zh,2004,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,öffentlich,öffentlich,125
2025-01-13,zh,2004,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,öffentlich,2880
2025-01-13,zh,2004,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,öffentlich,266
2025-01-13,zh,2004,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,privat,3566
2025-01-13,zh,2004,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,privat,333
2025-01-13,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,öffentlich,4507
2025-01-13,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,öffentlich,468
2025-01-13,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,privat,19
2025-01-13,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,privat,13
2025-01-13,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,privat,privat,410
2025-01-13,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,privat,privat,52
2025-01-13,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,öffentlich,3617
2025-01-13,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,öffentlich,397
2025-01-13,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,privat,386
2025-01-13,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,privat,51
2025-01-13,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,privat,privat,1271
2025-01-13,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,privat,privat,141
2025-01-13,zh,2003,Primarstufe 1-2,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,8112
2025-01-13,zh,2003,Primarstufe 1-2,Regelschule,weiblich,Ausland,öffentlich,öffentlich,3354
2025-01-13,zh,2003,Primarstufe 1-2,Regelschule,weiblich,Schweiz,privat,privat,317
2025-01-13,zh,2003,Primarstufe 1-2,Regelschule,weiblich,Ausland,privat,privat,141
2025-01-13,zh,2003,Primarstufe 1-2,Regelschule,männlich,Schweiz,öffentlich,öffentlich,8695
2025-01-13,zh,2003,Primarstufe 1-2,Regelschule,männlich,Ausland,öffentlich,öffentlich,3568
2025-01-13,zh,2003,Primarstufe 1-2,Regelschule,männlich,Schweiz,privat,privat,271
2025-01-13,zh,2003,Primarstufe 1-2,Regelschule,männlich,Ausland,privat,privat,142
2025-01-13,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,102
2025-01-13,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,88
2025-01-13,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,31
2025-01-13,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,10
2025-01-13,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,201
2025-01-13,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,153
2025-01-13,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,41
2025-01-13,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,29
2025-01-13,zh,2003,Primarstufe 3-8,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,27392
2025-01-13,zh,2003,Primarstufe 3-8,Regelschule,weiblich,Ausland,öffentlich,öffentlich,10105
2025-01-13,zh,2003,Primarstufe 3-8,Regelschule,weiblich,Schweiz,privat,privat,969
2025-01-13,zh,2003,Primarstufe 3-8,Regelschule,weiblich,Ausland,privat,privat,542
2025-01-13,zh,2003,Primarstufe 3-8,Regelschule,männlich,Schweiz,öffentlich,öffentlich,28759
2025-01-13,zh,2003,Primarstufe 3-8,Regelschule,männlich,Ausland,öffentlich,öffentlich,10901
2025-01-13,zh,2003,Primarstufe 3-8,Regelschule,männlich,Schweiz,privat,privat,1122
2025-01-13,zh,2003,Primarstufe 3-8,Regelschule,männlich,Ausland,privat,privat,598
2025-01-13,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,168
2025-01-13,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,85
2025-01-13,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,182
2025-01-13,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,49
2025-01-13,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,9
2025-01-13,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,privat,1
2025-01-13,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,241
2025-01-13,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,113
2025-01-13,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,475
2025-01-13,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,129
2025-01-13,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,privat,18
2025-01-13,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,privat,4
2025-01-13,zh,2003,Sekundarstufe I,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,10987
2025-01-13,zh,2003,Sekundarstufe I,Regelschule,weiblich,Ausland,öffentlich,öffentlich,4099
2025-01-13,zh,2003,Sekundarstufe I,Regelschule,weiblich,Schweiz,privat,privat,889
2025-01-13,zh,2003,Sekundarstufe I,Regelschule,weiblich,Ausland,privat,privat,290
2025-01-13,zh,2003,Sekundarstufe I,Regelschule,männlich,Schweiz,öffentlich,öffentlich,11385
2025-01-13,zh,2003,Sekundarstufe I,Regelschule,männlich,Ausland,öffentlich,öffentlich,4374
2025-01-13,zh,2003,Sekundarstufe I,Regelschule,männlich,Schweiz,privat,privat,1285
2025-01-13,zh,2003,Sekundarstufe I,Regelschule,männlich,Ausland,privat,privat,371
2025-01-13,zh,2003,Sekundarstufe I,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,3026
2025-01-13,zh,2003,Sekundarstufe I,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,262
2025-01-13,zh,2003,Sekundarstufe I,Mittelschule,weiblich,Schweiz,privat,privat,143
2025-01-13,zh,2003,Sekundarstufe I,Mittelschule,weiblich,Ausland,privat,privat,6
2025-01-13,zh,2003,Sekundarstufe I,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2508
2025-01-13,zh,2003,Sekundarstufe I,Mittelschule,männlich,Ausland,öffentlich,öffentlich,212
2025-01-13,zh,2003,Sekundarstufe I,Mittelschule,männlich,Schweiz,privat,privat,154
2025-01-13,zh,2003,Sekundarstufe I,Mittelschule,männlich,Ausland,privat,privat,17
2025-01-13,zh,2003,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,55
2025-01-13,zh,2003,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,25
2025-01-13,zh,2003,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,129
2025-01-13,zh,2003,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,25
2025-01-13,zh,2003,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,12
2025-01-13,zh,2003,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,privat,2
2025-01-13,zh,2003,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,101
2025-01-13,zh,2003,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,44
2025-01-13,zh,2003,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,298
2025-01-13,zh,2003,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,65
2025-01-13,zh,2003,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,privat,31
2025-01-13,zh,2003,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,privat,8
2025-01-13,zh,2003,Sekundarstufe II,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,4371
2025-01-13,zh,2003,Sekundarstufe II,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,302
2025-01-13,zh,2003,Sekundarstufe II,Mittelschule,weiblich,Schweiz,privat,privat,571
2025-01-13,zh,2003,Sekundarstufe II,Mittelschule,weiblich,Ausland,privat,privat,221
2025-01-13,zh,2003,Sekundarstufe II,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2914
2025-01-13,zh,2003,Sekundarstufe II,Mittelschule,männlich,Ausland,öffentlich,öffentlich,225
2025-01-13,zh,2003,Sekundarstufe II,Mittelschule,männlich,Schweiz,privat,privat,432
2025-01-13,zh,2003,Sekundarstufe II,Mittelschule,männlich,Ausland,privat,privat,235
2025-01-13,zh,2003,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,14
2025-01-13,zh,2003,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,15
2025-01-13,zh,2003,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,18
2025-01-13,zh,2003,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,6
2025-01-13,zh,2003,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,2
2025-01-13,zh,2003,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,32
2025-01-13,zh,2003,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,14
2025-01-13,zh,2003,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,31
2025-01-13,zh,2003,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,10
2025-01-13,zh,2003,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,privat,5
2025-01-13,zh,2003,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,öffentlich,öffentlich,711
2025-01-13,zh,2003,Sekundarstufe II,Brückenangebot,weiblich,Ausland,öffentlich,öffentlich,482
2025-01-13,zh,2003,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,öffentlich,15
2025-01-13,zh,2003,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,privat,139
2025-01-13,zh,2003,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,privat,38
2025-01-13,zh,2003,Sekundarstufe II,Brückenangebot,männlich,Schweiz,öffentlich,öffentlich,544
2025-01-13,zh,2003,Sekundarstufe II,Brückenangebot,männlich,Ausland,öffentlich,öffentlich,403
2025-01-13,zh,2003,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,116
2025-01-13,zh,2003,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,37
2025-01-13,zh,2003,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,8585
2025-01-13,zh,2003,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,1817
2025-01-13,zh,2003,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,öffentlich,4780
2025-01-13,zh,2003,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,öffentlich,882
2025-01-13,zh,2003,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,privat,2694
2025-01-13,zh,2003,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,privat,393
2025-01-13,zh,2003,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,öffentlich,öffentlich,14490
2025-01-13,zh,2003,Sekundarstufe II,Berufsfachschule,männlich,Ausland,öffentlich,öffentlich,3494
2025-01-13,zh,2003,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,öffentlich,2256
2025-01-13,zh,2003,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,öffentlich,585
2025-01-13,zh,2003,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,privat,1305
2025-01-13,zh,2003,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,privat,324
2025-01-13,zh,2003,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,öffentlich,öffentlich,903
2025-01-13,zh,2003,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,öffentlich,öffentlich,128
2025-01-13,zh,2003,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,öffentlich,2078
2025-01-13,zh,2003,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,öffentlich,462
2025-01-13,zh,2003,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,privat,3751
2025-01-13,zh,2003,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,privat,266
2025-01-13,zh,2003,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,öffentlich,öffentlich,1201
2025-01-13,zh,2003,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,öffentlich,öffentlich,160
2025-01-13,zh,2003,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,öffentlich,3084
2025-01-13,zh,2003,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,öffentlich,590
2025-01-13,zh,2003,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,privat,4801
2025-01-13,zh,2003,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,privat,374
2025-01-13,zh,2003,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,öffentlich,4050
2025-01-13,zh,2003,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,öffentlich,451
2025-01-13,zh,2003,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,privat,23
2025-01-13,zh,2003,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,privat,5
2025-01-13,zh,2003,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,privat,privat,402
2025-01-13,zh,2003,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,privat,privat,49
2025-01-13,zh,2003,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,öffentlich,3314
2025-01-13,zh,2003,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,öffentlich,372
2025-01-13,zh,2003,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,privat,370
2025-01-13,zh,2003,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,privat,53
2025-01-13,zh,2003,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,privat,privat,1232
2025-01-13,zh,2003,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,privat,privat,129
2025-01-13,zh,2002,Primarstufe 1-2,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,8330
2025-01-13,zh,2002,Primarstufe 1-2,Regelschule,weiblich,Ausland,öffentlich,öffentlich,3283
2025-01-13,zh,2002,Primarstufe 1-2,Regelschule,weiblich,Schweiz,privat,privat,306
2025-01-13,zh,2002,Primarstufe 1-2,Regelschule,weiblich,Ausland,privat,privat,178
2025-01-13,zh,2002,Primarstufe 1-2,Regelschule,männlich,Schweiz,öffentlich,öffentlich,8683
2025-01-13,zh,2002,Primarstufe 1-2,Regelschule,männlich,Ausland,öffentlich,öffentlich,3568
2025-01-13,zh,2002,Primarstufe 1-2,Regelschule,männlich,Schweiz,privat,privat,294
2025-01-13,zh,2002,Primarstufe 1-2,Regelschule,männlich,Ausland,privat,privat,202
2025-01-13,zh,2002,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,95
2025-01-13,zh,2002,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,97
2025-01-13,zh,2002,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,24
2025-01-13,zh,2002,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,14
2025-01-13,zh,2002,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,193
2025-01-13,zh,2002,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,126
2025-01-13,zh,2002,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,49
2025-01-13,zh,2002,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,26
2025-01-13,zh,2002,Primarstufe 3-8,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,27457
2025-01-13,zh,2002,Primarstufe 3-8,Regelschule,weiblich,Ausland,öffentlich,öffentlich,10007
2025-01-13,zh,2002,Primarstufe 3-8,Regelschule,weiblich,Schweiz,privat,privat,1012
2025-01-13,zh,2002,Primarstufe 3-8,Regelschule,weiblich,Ausland,privat,privat,566
2025-01-13,zh,2002,Primarstufe 3-8,Regelschule,männlich,Schweiz,öffentlich,öffentlich,28737
2025-01-13,zh,2002,Primarstufe 3-8,Regelschule,männlich,Ausland,öffentlich,öffentlich,10864
2025-01-13,zh,2002,Primarstufe 3-8,Regelschule,männlich,Schweiz,privat,privat,1200
2025-01-13,zh,2002,Primarstufe 3-8,Regelschule,männlich,Ausland,privat,privat,589
2025-01-13,zh,2002,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,168
2025-01-13,zh,2002,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,73
